agent-type,agent-id,triadstack,tick
basic-agents,B-ID-85,[[Oil -1 TS-B-ID-85-T-ID-1] [Trade 2 TS-B-ID-85-T-ID-2] [Persec 1.3 TS-B-ID-85-T-ID-3] [Oil 1 TS-B-ID-85-T-ID-4] [Oil -2 TS-B-ID-85-T-ID-5] [Oil -1.5 TS-B-ID-85-T-ID-6]],0
basic-agents,B-ID-86,[[Oil -1 TS-B-ID-86-T-ID-1] [Trade 2 TS-B-ID-86-T-ID-2] [Persec 1.3 TS-B-ID-86-T-ID-3] [Oil 1 TS-B-ID-86-T-ID-4] [Oil -2 TS-B-ID-86-T-ID-5] [Oil -1.5 TS-B-ID-86-T-ID-6]],0
basic-agents,B-ID-87,[[Oil -1 TS-B-ID-87-T-ID-1] [Trade 2 TS-B-ID-87-T-ID-2] [Persec 1.3 TS-B-ID-87-T-ID-3] [Oil 1 TS-B-ID-87-T-ID-4] [Oil -2 TS-B-ID-87-T-ID-5] [Oil -1.5 TS-B-ID-87-T-ID-6]],0
basic-agents,B-ID-88,[[Oil -1 TS-B-ID-88-T-ID-1] [Trade 2 TS-B-ID-88-T-ID-2] [Persec 1.3 TS-B-ID-88-T-ID-3] [Oil 1 TS-B-ID-88-T-ID-4] [Oil -2 TS-B-ID-88-T-ID-5] [Oil -1.5 TS-B-ID-88-T-ID-6]],0
basic-agents,B-ID-89,[[Oil -1 TS-B-ID-89-T-ID-1] [Trade 2 TS-B-ID-89-T-ID-2] [Persec 1.3 TS-B-ID-89-T-ID-3] [Oil 1 TS-B-ID-89-T-ID-4] [Oil -2 TS-B-ID-89-T-ID-5] [Oil -1.5 TS-B-ID-89-T-ID-6]],0
basic-agents,B-ID-90,[[Oil -1 TS-B-ID-90-T-ID-1] [Trade 2 TS-B-ID-90-T-ID-2] [Persec 1.3 TS-B-ID-90-T-ID-3] [Oil 1 TS-B-ID-90-T-ID-4] [Oil -2 TS-B-ID-90-T-ID-5] [Oil -1.5 TS-B-ID-90-T-ID-6]],0
basic-agents,B-ID-91,[[Oil -1 TS-B-ID-91-T-ID-1] [Trade 2 TS-B-ID-91-T-ID-2] [Persec 1.3 TS-B-ID-91-T-ID-3] [Oil 1 TS-B-ID-91-T-ID-4] [Oil -2 TS-B-ID-91-T-ID-5] [Oil -1.5 TS-B-ID-91-T-ID-6]],0
basic-agents,B-ID-92,[[Oil -1 TS-B-ID-92-T-ID-1] [Trade 2 TS-B-ID-92-T-ID-2] [Persec 1.3 TS-B-ID-92-T-ID-3] [Oil 1 TS-B-ID-92-T-ID-4] [Oil -2 TS-B-ID-92-T-ID-5] [Oil -1.5 TS-B-ID-92-T-ID-6]],0
basic-agents,B-ID-93,[[Oil -1 TS-B-ID-93-T-ID-1] [Trade 2 TS-B-ID-93-T-ID-2] [Persec 1.3 TS-B-ID-93-T-ID-3] [Oil 1 TS-B-ID-93-T-ID-4] [Oil -2 TS-B-ID-93-T-ID-5] [Oil -1.5 TS-B-ID-93-T-ID-6]],0
basic-agents,B-ID-94,[[Oil -1 TS-B-ID-94-T-ID-1] [Trade 2 TS-B-ID-94-T-ID-2] [Persec 1.3 TS-B-ID-94-T-ID-3] [Oil 1 TS-B-ID-94-T-ID-4] [Oil -2 TS-B-ID-94-T-ID-5] [Oil -1.5 TS-B-ID-94-T-ID-6]],0
basic-agents,B-ID-95,[[Oil -1 TS-B-ID-95-T-ID-1] [Trade 2 TS-B-ID-95-T-ID-2] [Persec 1.3 TS-B-ID-95-T-ID-3] [Oil 1 TS-B-ID-95-T-ID-4] [Oil -2 TS-B-ID-95-T-ID-5] [Oil -1.5 TS-B-ID-95-T-ID-6]],0
basic-agents,B-ID-96,[[Oil -1 TS-B-ID-96-T-ID-1] [Trade 2 TS-B-ID-96-T-ID-2] [Persec 1.3 TS-B-ID-96-T-ID-3] [Oil 1 TS-B-ID-96-T-ID-4] [Oil -2 TS-B-ID-96-T-ID-5] [Oil -1.5 TS-B-ID-96-T-ID-6]],0
basic-agents,B-ID-97,[[Oil -1 TS-B-ID-97-T-ID-1] [Trade 2 TS-B-ID-97-T-ID-2] [Persec 1.3 TS-B-ID-97-T-ID-3] [Oil 1 TS-B-ID-97-T-ID-4] [Oil -2 TS-B-ID-97-T-ID-5] [Oil -1.5 TS-B-ID-97-T-ID-6]],0
basic-agents,B-ID-98,[[Oil -1 TS-B-ID-98-T-ID-1] [Trade 2 TS-B-ID-98-T-ID-2] [Persec 1.3 TS-B-ID-98-T-ID-3] [Oil 1 TS-B-ID-98-T-ID-4] [Oil -2 TS-B-ID-98-T-ID-5] [Oil -1.5 TS-B-ID-98-T-ID-6]],0
basic-agents,B-ID-99,[[Oil -1 TS-B-ID-99-T-ID-1] [Trade 2 TS-B-ID-99-T-ID-2] [Persec 1.3 TS-B-ID-99-T-ID-3] [Oil 1 TS-B-ID-99-T-ID-4] [Oil -2 TS-B-ID-99-T-ID-5] [Oil -1.5 TS-B-ID-99-T-ID-6]],0
basic-agents,B-ID-100,[[Oil -1 TS-B-ID-100-T-ID-1] [Trade 2 TS-B-ID-100-T-ID-2] [Persec 1.3 TS-B-ID-100-T-ID-3] [Oil 1 TS-B-ID-100-T-ID-4] [Oil -2 TS-B-ID-100-T-ID-5] [Oil -1.5 TS-B-ID-100-T-ID-6]],0
basic-agents,B-ID-101,[[Oil -1 TS-B-ID-101-T-ID-1] [Trade 2 TS-B-ID-101-T-ID-2] [Persec 1.3 TS-B-ID-101-T-ID-3] [Oil 1 TS-B-ID-101-T-ID-4] [Oil -2 TS-B-ID-101-T-ID-5] [Oil -1.5 TS-B-ID-101-T-ID-6]],0
basic-agents,B-ID-102,[[Oil -1 TS-B-ID-102-T-ID-1] [Trade 2 TS-B-ID-102-T-ID-2] [Persec 1.3 TS-B-ID-102-T-ID-3] [Oil 1 TS-B-ID-102-T-ID-4] [Oil -2 TS-B-ID-102-T-ID-5] [Oil -1.5 TS-B-ID-102-T-ID-6]],0
basic-agents,B-ID-103,[[Oil -1 TS-B-ID-103-T-ID-1] [Trade 2 TS-B-ID-103-T-ID-2] [Persec 1.3 TS-B-ID-103-T-ID-3] [Oil 1 TS-B-ID-103-T-ID-4] [Oil -2 TS-B-ID-103-T-ID-5] [Oil -1.5 TS-B-ID-103-T-ID-6]],0
basic-agents,B-ID-104,[[Oil -1 TS-B-ID-104-T-ID-1] [Trade 2 TS-B-ID-104-T-ID-2] [Persec 1.3 TS-B-ID-104-T-ID-3] [Oil 1 TS-B-ID-104-T-ID-4] [Oil -2 TS-B-ID-104-T-ID-5] [Oil -1.5 TS-B-ID-104-T-ID-6]],0
basic-agents,B-ID-105,[[Oil -1 TS-B-ID-105-T-ID-1] [Trade 2 TS-B-ID-105-T-ID-2] [Persec 1.3 TS-B-ID-105-T-ID-3] [Oil 1 TS-B-ID-105-T-ID-4] [Oil -2 TS-B-ID-105-T-ID-5] [Oil -1.5 TS-B-ID-105-T-ID-6]],0
basic-agents,B-ID-106,[[Oil -1 TS-B-ID-106-T-ID-1] [Trade 2 TS-B-ID-106-T-ID-2] [Persec 1.3 TS-B-ID-106-T-ID-3] [Oil 1 TS-B-ID-106-T-ID-4] [Oil -2 TS-B-ID-106-T-ID-5] [Oil -1.5 TS-B-ID-106-T-ID-6]],0
basic-agents,B-ID-107,[[Oil -1 TS-B-ID-107-T-ID-1] [Trade 2 TS-B-ID-107-T-ID-2] [Persec 1.3 TS-B-ID-107-T-ID-3] [Oil 1 TS-B-ID-107-T-ID-4] [Oil -2 TS-B-ID-107-T-ID-5] [Oil -1.5 TS-B-ID-107-T-ID-6]],0
basic-agents,B-ID-108,[[Oil -1 TS-B-ID-108-T-ID-1] [Trade 2 TS-B-ID-108-T-ID-2] [Persec 1.3 TS-B-ID-108-T-ID-3] [Oil 1 TS-B-ID-108-T-ID-4] [Oil -2 TS-B-ID-108-T-ID-5] [Oil -1.5 TS-B-ID-108-T-ID-6]],0
basic-agents,B-ID-109,[[Oil -1 TS-B-ID-109-T-ID-1] [Trade 2 TS-B-ID-109-T-ID-2] [Persec 1.3 TS-B-ID-109-T-ID-3] [Oil 1 TS-B-ID-109-T-ID-4] [Oil -2 TS-B-ID-109-T-ID-5] [Oil -1.5 TS-B-ID-109-T-ID-6]],0
basic-agents,B-ID-110,[[Oil -1 TS-B-ID-110-T-ID-1] [Trade 2 TS-B-ID-110-T-ID-2] [Persec 1.3 TS-B-ID-110-T-ID-3] [Oil 1 TS-B-ID-110-T-ID-4] [Oil -2 TS-B-ID-110-T-ID-5] [Oil -1.5 TS-B-ID-110-T-ID-6]],0
basic-agents,B-ID-111,[[Oil -1 TS-B-ID-111-T-ID-1] [Trade 2 TS-B-ID-111-T-ID-2] [Persec 1.3 TS-B-ID-111-T-ID-3] [Oil 1 TS-B-ID-111-T-ID-4] [Oil -2 TS-B-ID-111-T-ID-5] [Oil -1.5 TS-B-ID-111-T-ID-6]],0
basic-agents,B-ID-112,[[Oil -1 TS-B-ID-112-T-ID-1] [Trade 2 TS-B-ID-112-T-ID-2] [Persec 1.3 TS-B-ID-112-T-ID-3] [Oil 1 TS-B-ID-112-T-ID-4] [Oil -2 TS-B-ID-112-T-ID-5] [Oil -1.5 TS-B-ID-112-T-ID-6]],0
basic-agents,B-ID-113,[[Oil -1 TS-B-ID-113-T-ID-1] [Trade 2 TS-B-ID-113-T-ID-2] [Persec 1.3 TS-B-ID-113-T-ID-3] [Oil 1 TS-B-ID-113-T-ID-4] [Oil -2 TS-B-ID-113-T-ID-5] [Oil -1.5 TS-B-ID-113-T-ID-6]],0
basic-agents,B-ID-114,[[Oil -1 TS-B-ID-114-T-ID-1] [Trade 2 TS-B-ID-114-T-ID-2] [Persec 1.3 TS-B-ID-114-T-ID-3] [Oil 1 TS-B-ID-114-T-ID-4] [Oil -2 TS-B-ID-114-T-ID-5] [Oil -1.5 TS-B-ID-114-T-ID-6]],0
basic-agents,B-ID-115,[[Oil -1 TS-B-ID-115-T-ID-1] [Trade 2 TS-B-ID-115-T-ID-2] [Persec 1.3 TS-B-ID-115-T-ID-3] [Oil 1 TS-B-ID-115-T-ID-4] [Oil -2 TS-B-ID-115-T-ID-5] [Oil -1.5 TS-B-ID-115-T-ID-6]],0
basic-agents,B-ID-116,[[Oil -1 TS-B-ID-116-T-ID-1] [Trade 2 TS-B-ID-116-T-ID-2] [Persec 1.3 TS-B-ID-116-T-ID-3] [Oil 1 TS-B-ID-116-T-ID-4] [Oil -2 TS-B-ID-116-T-ID-5] [Oil -1.5 TS-B-ID-116-T-ID-6]],0
basic-agents,B-ID-117,[[Oil -1 TS-B-ID-117-T-ID-1] [Trade 2 TS-B-ID-117-T-ID-2] [Persec 1.3 TS-B-ID-117-T-ID-3] [Oil 1 TS-B-ID-117-T-ID-4] [Oil -2 TS-B-ID-117-T-ID-5] [Oil -1.5 TS-B-ID-117-T-ID-6]],0
basic-agents,B-ID-118,[[Oil -1 TS-B-ID-118-T-ID-1] [Trade 2 TS-B-ID-118-T-ID-2] [Persec 1.3 TS-B-ID-118-T-ID-3] [Oil 1 TS-B-ID-118-T-ID-4] [Oil -2 TS-B-ID-118-T-ID-5] [Oil -1.5 TS-B-ID-118-T-ID-6]],0
basic-agents,B-ID-119,[[Oil -1 TS-B-ID-119-T-ID-1] [Trade 2 TS-B-ID-119-T-ID-2] [Persec 1.3 TS-B-ID-119-T-ID-3] [Oil 1 TS-B-ID-119-T-ID-4] [Oil -2 TS-B-ID-119-T-ID-5] [Oil -1.5 TS-B-ID-119-T-ID-6]],0
basic-agents,B-ID-120,[[Oil -1 TS-B-ID-120-T-ID-1] [Trade 2 TS-B-ID-120-T-ID-2] [Persec 1.3 TS-B-ID-120-T-ID-3] [Oil 1 TS-B-ID-120-T-ID-4] [Oil -2 TS-B-ID-120-T-ID-5] [Oil -1.5 TS-B-ID-120-T-ID-6]],0
basic-agents,B-ID-121,[[Oil -1 TS-B-ID-121-T-ID-1] [Trade 2 TS-B-ID-121-T-ID-2] [Persec 1.3 TS-B-ID-121-T-ID-3] [Oil 1 TS-B-ID-121-T-ID-4] [Oil -2 TS-B-ID-121-T-ID-5] [Oil -1.5 TS-B-ID-121-T-ID-6]],0
basic-agents,B-ID-122,[[Oil -1 TS-B-ID-122-T-ID-1] [Trade 2 TS-B-ID-122-T-ID-2] [Persec 1.3 TS-B-ID-122-T-ID-3] [Oil 1 TS-B-ID-122-T-ID-4] [Oil -2 TS-B-ID-122-T-ID-5] [Oil -1.5 TS-B-ID-122-T-ID-6]],0
basic-agents,B-ID-123,[[Oil -1 TS-B-ID-123-T-ID-1] [Trade 2 TS-B-ID-123-T-ID-2] [Persec 1.3 TS-B-ID-123-T-ID-3] [Oil 1 TS-B-ID-123-T-ID-4] [Oil -2 TS-B-ID-123-T-ID-5] [Oil -1.5 TS-B-ID-123-T-ID-6]],0
basic-agents,B-ID-124,[[Oil -1 TS-B-ID-124-T-ID-1] [Trade 2 TS-B-ID-124-T-ID-2] [Persec 1.3 TS-B-ID-124-T-ID-3] [Oil 1 TS-B-ID-124-T-ID-4] [Oil -2 TS-B-ID-124-T-ID-5] [Oil -1.5 TS-B-ID-124-T-ID-6]],0
basic-agents,B-ID-125,[[Oil -1 TS-B-ID-125-T-ID-1] [Trade 2 TS-B-ID-125-T-ID-2] [Persec 1.3 TS-B-ID-125-T-ID-3] [Oil 1 TS-B-ID-125-T-ID-4] [Oil -2 TS-B-ID-125-T-ID-5] [Oil -1.5 TS-B-ID-125-T-ID-6]],0
basic-agents,B-ID-126,[[Oil -1 TS-B-ID-126-T-ID-1] [Trade 2 TS-B-ID-126-T-ID-2] [Persec 1.3 TS-B-ID-126-T-ID-3] [Oil 1 TS-B-ID-126-T-ID-4] [Oil -2 TS-B-ID-126-T-ID-5] [Oil -1.5 TS-B-ID-126-T-ID-6]],0
basic-agents,B-ID-127,[[Oil -1 TS-B-ID-127-T-ID-1] [Trade 2 TS-B-ID-127-T-ID-2] [Persec 1.3 TS-B-ID-127-T-ID-3] [Oil 1 TS-B-ID-127-T-ID-4] [Oil -2 TS-B-ID-127-T-ID-5] [Oil -1.5 TS-B-ID-127-T-ID-6]],0
basic-agents,B-ID-128,[[Oil -1 TS-B-ID-128-T-ID-1] [Trade 2 TS-B-ID-128-T-ID-2] [Persec 1.3 TS-B-ID-128-T-ID-3] [Oil 1 TS-B-ID-128-T-ID-4] [Oil -2 TS-B-ID-128-T-ID-5] [Oil -1.5 TS-B-ID-128-T-ID-6]],0
basic-agents,B-ID-129,[[Oil -1 TS-B-ID-129-T-ID-1] [Trade 2 TS-B-ID-129-T-ID-2] [Persec 1.3 TS-B-ID-129-T-ID-3] [Oil 1 TS-B-ID-129-T-ID-4] [Oil -2 TS-B-ID-129-T-ID-5] [Oil -1.5 TS-B-ID-129-T-ID-6]],0
basic-agents,B-ID-130,[[Oil -1 TS-B-ID-130-T-ID-1] [Trade 2 TS-B-ID-130-T-ID-2] [Persec 1.3 TS-B-ID-130-T-ID-3] [Oil 1 TS-B-ID-130-T-ID-4] [Oil -2 TS-B-ID-130-T-ID-5] [Oil -1.5 TS-B-ID-130-T-ID-6]],0
basic-agents,B-ID-131,[[Oil -1 TS-B-ID-131-T-ID-1] [Trade 2 TS-B-ID-131-T-ID-2] [Persec 1.3 TS-B-ID-131-T-ID-3] [Oil 1 TS-B-ID-131-T-ID-4] [Oil -2 TS-B-ID-131-T-ID-5] [Oil -1.5 TS-B-ID-131-T-ID-6]],0
basic-agents,B-ID-132,[[Oil -1 TS-B-ID-132-T-ID-1] [Trade 2 TS-B-ID-132-T-ID-2] [Persec 1.3 TS-B-ID-132-T-ID-3] [Oil 1 TS-B-ID-132-T-ID-4] [Oil -2 TS-B-ID-132-T-ID-5] [Oil -1.5 TS-B-ID-132-T-ID-6]],0
basic-agents,B-ID-133,[[Oil -1 TS-B-ID-133-T-ID-1] [Trade 2 TS-B-ID-133-T-ID-2] [Persec 1.3 TS-B-ID-133-T-ID-3] [Oil 1 TS-B-ID-133-T-ID-4] [Oil -2 TS-B-ID-133-T-ID-5] [Oil -1.5 TS-B-ID-133-T-ID-6]],0
basic-agents,B-ID-134,[[Oil -1 TS-B-ID-134-T-ID-1] [Trade 2 TS-B-ID-134-T-ID-2] [Persec 1.3 TS-B-ID-134-T-ID-3] [Oil 1 TS-B-ID-134-T-ID-4] [Oil -2 TS-B-ID-134-T-ID-5] [Oil -1.5 TS-B-ID-134-T-ID-6]],0
basic-agents,B-ID-135,[[Oil -1 TS-B-ID-135-T-ID-1] [Trade 2 TS-B-ID-135-T-ID-2] [Persec 1.3 TS-B-ID-135-T-ID-3] [Oil 1 TS-B-ID-135-T-ID-4] [Oil -2 TS-B-ID-135-T-ID-5] [Oil -1.5 TS-B-ID-135-T-ID-6]],0
basic-agents,B-ID-136,[[Oil -1 TS-B-ID-136-T-ID-1] [Trade 2 TS-B-ID-136-T-ID-2] [Persec 1.3 TS-B-ID-136-T-ID-3] [Oil 1 TS-B-ID-136-T-ID-4] [Oil -2 TS-B-ID-136-T-ID-5] [Oil -1.5 TS-B-ID-136-T-ID-6]],0
basic-agents,B-ID-137,[[Oil -1 TS-B-ID-137-T-ID-1] [Trade 2 TS-B-ID-137-T-ID-2] [Persec 1.3 TS-B-ID-137-T-ID-3] [Oil 1 TS-B-ID-137-T-ID-4] [Oil -2 TS-B-ID-137-T-ID-5] [Oil -1.5 TS-B-ID-137-T-ID-6]],0
basic-agents,B-ID-138,[[Oil -1 TS-B-ID-138-T-ID-1] [Trade 2 TS-B-ID-138-T-ID-2] [Persec 1.3 TS-B-ID-138-T-ID-3] [Oil 1 TS-B-ID-138-T-ID-4] [Oil -2 TS-B-ID-138-T-ID-5] [Oil -1.5 TS-B-ID-138-T-ID-6]],0
basic-agents,B-ID-139,[[Oil -1 TS-B-ID-139-T-ID-1] [Trade 2 TS-B-ID-139-T-ID-2] [Persec 1.3 TS-B-ID-139-T-ID-3] [Oil 1 TS-B-ID-139-T-ID-4] [Oil -2 TS-B-ID-139-T-ID-5] [Oil -1.5 TS-B-ID-139-T-ID-6]],0
basic-agents,B-ID-140,[[Oil -1 TS-B-ID-140-T-ID-1] [Trade 2 TS-B-ID-140-T-ID-2] [Persec 1.3 TS-B-ID-140-T-ID-3] [Oil 1 TS-B-ID-140-T-ID-4] [Oil -2 TS-B-ID-140-T-ID-5] [Oil -1.5 TS-B-ID-140-T-ID-6]],0
basic-agents,B-ID-141,[[Oil -1 TS-B-ID-141-T-ID-1] [Trade 2 TS-B-ID-141-T-ID-2] [Persec 1.3 TS-B-ID-141-T-ID-3] [Oil 1 TS-B-ID-141-T-ID-4] [Oil -2 TS-B-ID-141-T-ID-5] [Oil -1.5 TS-B-ID-141-T-ID-6]],0
basic-agents,B-ID-142,[[Oil -1 TS-B-ID-142-T-ID-1] [Trade 2 TS-B-ID-142-T-ID-2] [Persec 1.3 TS-B-ID-142-T-ID-3] [Oil 1 TS-B-ID-142-T-ID-4] [Oil -2 TS-B-ID-142-T-ID-5] [Oil -1.5 TS-B-ID-142-T-ID-6]],0
basic-agents,B-ID-143,[[Oil -1 TS-B-ID-143-T-ID-1] [Trade 2 TS-B-ID-143-T-ID-2] [Persec 1.3 TS-B-ID-143-T-ID-3] [Oil 1 TS-B-ID-143-T-ID-4] [Oil -2 TS-B-ID-143-T-ID-5] [Oil -1.5 TS-B-ID-143-T-ID-6]],0
basic-agents,B-ID-144,[[Oil -1 TS-B-ID-144-T-ID-1] [Trade 2 TS-B-ID-144-T-ID-2] [Persec 1.3 TS-B-ID-144-T-ID-3] [Oil 1 TS-B-ID-144-T-ID-4] [Oil -2 TS-B-ID-144-T-ID-5] [Oil -1.5 TS-B-ID-144-T-ID-6]],0
basic-agents,B-ID-145,[[Oil -1 TS-B-ID-145-T-ID-1] [Trade 2 TS-B-ID-145-T-ID-2] [Persec 1.3 TS-B-ID-145-T-ID-3] [Oil 1 TS-B-ID-145-T-ID-4] [Oil -2 TS-B-ID-145-T-ID-5] [Oil -1.5 TS-B-ID-145-T-ID-6]],0
basic-agents,B-ID-146,[[Oil -1 TS-B-ID-146-T-ID-1] [Trade 2 TS-B-ID-146-T-ID-2] [Persec 1.3 TS-B-ID-146-T-ID-3] [Oil 1 TS-B-ID-146-T-ID-4] [Oil -2 TS-B-ID-146-T-ID-5] [Oil -1.5 TS-B-ID-146-T-ID-6]],0
basic-agents,B-ID-147,[[Oil -1 TS-B-ID-147-T-ID-1] [Trade 2 TS-B-ID-147-T-ID-2] [Persec 1.3 TS-B-ID-147-T-ID-3] [Oil 1 TS-B-ID-147-T-ID-4] [Oil -2 TS-B-ID-147-T-ID-5] [Oil -1.5 TS-B-ID-147-T-ID-6]],0
basic-agents,B-ID-148,[[Oil -1 TS-B-ID-148-T-ID-1] [Trade 2 TS-B-ID-148-T-ID-2] [Persec 1.3 TS-B-ID-148-T-ID-3] [Oil 1 TS-B-ID-148-T-ID-4] [Oil -2 TS-B-ID-148-T-ID-5] [Oil -1.5 TS-B-ID-148-T-ID-6]],0
basic-agents,B-ID-149,[[Oil -1 TS-B-ID-149-T-ID-1] [Trade 2 TS-B-ID-149-T-ID-2] [Persec 1.3 TS-B-ID-149-T-ID-3] [Oil 1 TS-B-ID-149-T-ID-4] [Oil -2 TS-B-ID-149-T-ID-5] [Oil -1.5 TS-B-ID-149-T-ID-6]],0
basic-agents,B-ID-150,[[Oil -1 TS-B-ID-150-T-ID-1] [Trade 2 TS-B-ID-150-T-ID-2] [Persec 1.3 TS-B-ID-150-T-ID-3] [Oil 1 TS-B-ID-150-T-ID-4] [Oil -2 TS-B-ID-150-T-ID-5] [Oil -1.5 TS-B-ID-150-T-ID-6]],0
basic-agents,B-ID-151,[[Oil -1 TS-B-ID-151-T-ID-1] [Trade 2 TS-B-ID-151-T-ID-2] [Persec 1.3 TS-B-ID-151-T-ID-3] [Oil 1 TS-B-ID-151-T-ID-4] [Oil -2 TS-B-ID-151-T-ID-5] [Oil -1.5 TS-B-ID-151-T-ID-6]],0
basic-agents,B-ID-152,[[Oil -1 TS-B-ID-152-T-ID-1] [Trade 2 TS-B-ID-152-T-ID-2] [Persec 1.3 TS-B-ID-152-T-ID-3] [Oil 1 TS-B-ID-152-T-ID-4] [Oil -2 TS-B-ID-152-T-ID-5] [Oil -1.5 TS-B-ID-152-T-ID-6]],0
basic-agents,B-ID-153,[[Oil -1 TS-B-ID-153-T-ID-1] [Trade 2 TS-B-ID-153-T-ID-2] [Persec 1.3 TS-B-ID-153-T-ID-3] [Oil 1 TS-B-ID-153-T-ID-4] [Oil -2 TS-B-ID-153-T-ID-5] [Oil -1.5 TS-B-ID-153-T-ID-6]],0
basic-agents,B-ID-154,[[Oil -1 TS-B-ID-154-T-ID-1] [Trade 2 TS-B-ID-154-T-ID-2] [Persec 1.3 TS-B-ID-154-T-ID-3] [Oil 1 TS-B-ID-154-T-ID-4] [Oil -2 TS-B-ID-154-T-ID-5] [Oil -1.5 TS-B-ID-154-T-ID-6]],0
basic-agents,B-ID-155,[[Oil -1 TS-B-ID-155-T-ID-1] [Trade 2 TS-B-ID-155-T-ID-2] [Persec 1.3 TS-B-ID-155-T-ID-3] [Oil 1 TS-B-ID-155-T-ID-4] [Oil -2 TS-B-ID-155-T-ID-5] [Oil -1.5 TS-B-ID-155-T-ID-6]],0
basic-agents,B-ID-156,[[Oil -1 TS-B-ID-156-T-ID-1] [Trade 2 TS-B-ID-156-T-ID-2] [Persec 1.3 TS-B-ID-156-T-ID-3] [Oil 1 TS-B-ID-156-T-ID-4] [Oil -2 TS-B-ID-156-T-ID-5] [Oil -1.5 TS-B-ID-156-T-ID-6]],0
basic-agents,B-ID-157,[[Oil -1 TS-B-ID-157-T-ID-1] [Trade 2 TS-B-ID-157-T-ID-2] [Persec 1.3 TS-B-ID-157-T-ID-3] [Oil 1 TS-B-ID-157-T-ID-4] [Oil -2 TS-B-ID-157-T-ID-5] [Oil -1.5 TS-B-ID-157-T-ID-6]],0
basic-agents,B-ID-158,[[Oil -1 TS-B-ID-158-T-ID-1] [Trade 2 TS-B-ID-158-T-ID-2] [Persec 1.3 TS-B-ID-158-T-ID-3] [Oil 1 TS-B-ID-158-T-ID-4] [Oil -2 TS-B-ID-158-T-ID-5] [Oil -1.5 TS-B-ID-158-T-ID-6]],0
basic-agents,B-ID-159,[[Oil -1 TS-B-ID-159-T-ID-1] [Trade 2 TS-B-ID-159-T-ID-2] [Persec 1.3 TS-B-ID-159-T-ID-3] [Oil 1 TS-B-ID-159-T-ID-4] [Oil -2 TS-B-ID-159-T-ID-5] [Oil -1.5 TS-B-ID-159-T-ID-6]],0
basic-agents,B-ID-160,[[Oil -1 TS-B-ID-160-T-ID-1] [Trade 2 TS-B-ID-160-T-ID-2] [Persec 1.3 TS-B-ID-160-T-ID-3] [Oil 1 TS-B-ID-160-T-ID-4] [Oil -2 TS-B-ID-160-T-ID-5] [Oil -1.5 TS-B-ID-160-T-ID-6]],0
basic-agents,B-ID-161,[[Oil -1 TS-B-ID-161-T-ID-1] [Trade 2 TS-B-ID-161-T-ID-2] [Persec 1.3 TS-B-ID-161-T-ID-3] [Oil 1 TS-B-ID-161-T-ID-4] [Oil -2 TS-B-ID-161-T-ID-5] [Oil -1.5 TS-B-ID-161-T-ID-6]],0
basic-agents,B-ID-162,[[Oil -1 TS-B-ID-162-T-ID-1] [Trade 2 TS-B-ID-162-T-ID-2] [Persec 1.3 TS-B-ID-162-T-ID-3] [Oil 1 TS-B-ID-162-T-ID-4] [Oil -2 TS-B-ID-162-T-ID-5] [Oil -1.5 TS-B-ID-162-T-ID-6]],0
basic-agents,B-ID-163,[[Oil -1 TS-B-ID-163-T-ID-1] [Trade 2 TS-B-ID-163-T-ID-2] [Persec 1.3 TS-B-ID-163-T-ID-3] [Oil 1 TS-B-ID-163-T-ID-4] [Oil -2 TS-B-ID-163-T-ID-5] [Oil -1.5 TS-B-ID-163-T-ID-6]],0
basic-agents,B-ID-164,[[Oil -1 TS-B-ID-164-T-ID-1] [Trade 2 TS-B-ID-164-T-ID-2] [Persec 1.3 TS-B-ID-164-T-ID-3] [Oil 1 TS-B-ID-164-T-ID-4] [Oil -2 TS-B-ID-164-T-ID-5] [Oil -1.5 TS-B-ID-164-T-ID-6]],0
basic-agents,B-ID-165,[[Oil -1 TS-B-ID-165-T-ID-1] [Trade 2 TS-B-ID-165-T-ID-2] [Persec 1.3 TS-B-ID-165-T-ID-3] [Oil 1 TS-B-ID-165-T-ID-4] [Oil -2 TS-B-ID-165-T-ID-5] [Oil -1.5 TS-B-ID-165-T-ID-6]],0
basic-agents,B-ID-166,[[Oil -1 TS-B-ID-166-T-ID-1] [Trade 2 TS-B-ID-166-T-ID-2] [Persec 1.3 TS-B-ID-166-T-ID-3] [Oil 1 TS-B-ID-166-T-ID-4] [Oil -2 TS-B-ID-166-T-ID-5] [Oil -1.5 TS-B-ID-166-T-ID-6]],0
basic-agents,B-ID-167,[[Oil -1 TS-B-ID-167-T-ID-1] [Trade 2 TS-B-ID-167-T-ID-2] [Persec 1.3 TS-B-ID-167-T-ID-3] [Oil 1 TS-B-ID-167-T-ID-4] [Oil -2 TS-B-ID-167-T-ID-5] [Oil -1.5 TS-B-ID-167-T-ID-6]],0
basic-agents,B-ID-168,[[Oil -1 TS-B-ID-168-T-ID-1] [Trade 2 TS-B-ID-168-T-ID-2] [Persec 1.3 TS-B-ID-168-T-ID-3] [Oil 1 TS-B-ID-168-T-ID-4] [Oil -2 TS-B-ID-168-T-ID-5] [Oil -1.5 TS-B-ID-168-T-ID-6]],0
